user_id,item_id,rating
33673,261,5
38359,262,5
38359,263,5
4246,264,1
4246,265,5
4246,266,5
4246,267,5
4246,268,5
26789,269,3
26789,270,5
26789,271,1
26789,272,5
26789,273,5
26789,274,5
26789,275,4
9646,276,5
9646,277,5
36076,278,4
36076,279,5
36076,280,4
36076,281,5
20877,282,5
20877,268,5
20877,283,5
33587,284,5
33587,285,5
25670,286,5
25670,287,5
1575,288,5
1575,289,5
1575,290,2
1575,291,5
1575,292,5
1575,293,5
1575,294,5
1575,295,5
1575,296,5
38518,297,4
38518,298,5
38518,217,5
38518,299,5
36616,300,1
36616,301,3
36616,302,5
36616,303,5
34522,304,5
34522,299,5
10102,305,3
10102,299,4
4695,306,5
4695,299,5
23689,243,5
23689,307,5
23689,308,5
18776,309,4
18776,310,5
34364,311,5
34364,312,5
34364,313,5
34364,314,5
34364,315,5
31177,300,5
31177,316,5
28271,317,5
28271,318,5
28271,319,5
28271,320,5
28271,321,5
28271,322,5
28271,229,5
28271,323,5
28271,324,5
28271,325,5
28271,326,5
28271,233,5
39270,299,5
39270,206,5
39270,327,5
39270,328,5
39270,329,5
39270,330,5
39270,331,5
39270,332,5
26715,333,5
26715,334,5
26715,335,5
26715,336,5
26715,337,5
26715,307,5
25421,299,5
25421,338,5
25421,339,5
25489,340,5
25489,341,5
25489,342,3
25489,343,5
42125,344,5
42125,345,5
42125,346,5
42125,299,5
34104,347,5
34104,348,4
34104,349,5
29393,350,5
29393,351,5
29393,299,5
24634,352,5
24634,353,5
24634,354,5
40084,355,5
40084,356,5
40084,357,5
40084,358,5
40084,359,5
40084,360,5
40084,361,5
40084,362,5
40084,299,5
218,363,5
218,364,2
15537,322,5
15537,299,5
9188,365,5
9188,366,5
9188,367,5
12211,368,5
12211,369,4
12211,370,2
12211,371,5
12211,372,5
12011,373,5
12011,299,5
12011,374,2
12011,375,1
34778,352,5
34778,376,5
34778,248,1
34240,377,5
34240,378,5
18150,379,5
18150,380,5
18150,381,4
18150,382,5
27712,383,5
27712,214,5
27712,384,5
8308,299,5
8308,385,5
8308,386,5
8308,387,3
8308,388,5
19193,387,2
19193,389,5
27934,390,5
27934,391,5
27934,392,5
27934,393,5
27934,340,5
27934,394,4
27934,395,3
27934,396,5
27934,299,5
27934,356,5
6761,397,4
6761,398,3
6761,399,5
6761,400,5
6761,401,5
6761,402,4
6761,403,5
6761,404,5
6761,405,5
6761,406,5
6761,407,4
6761,408,4
6761,409,1
6761,410,5
6761,411,4
6761,412,2
6761,413,3
6761,414,5
6761,415,3
6761,416,5
6761,417,5
6761,418,5
6761,419,5
6761,420,3
6761,421,5
6761,422,5
6761,423,5
6761,424,5
6761,425,3
6761,426,4
6761,427,5
6761,428,5
6761,429,4
6761,430,5
6761,431,5
6761,432,5
6761,433,3
6761,434,5
6761,435,5
6761,436,4
6761,276,5
6761,437,5
6761,438,5
6761,439,5
6761,440,4
6761,441,2
6761,442,5
5120,443,5
5120,444,5
5120,445,5
5120,446,5
25458,334,5
25458,447,4
25458,448,5
15470,449,5
15470,450,1
15470,42,5
15470,451,5
15470,452,2
15470,204,3
15470,322,5
15470,453,5
15470,299,5
15470,454,5
15470,455,5
15470,456,4
15470,457,5
44659,213,5
44659,458,5
32793,459,5
32793,460,5
29669,208,5
29669,461,5
29669,36,5
29669,462,5
29669,463,5
44232,164,5
44232,464,5
44232,465,5
44232,466,5
44232,467,5
44232,468,5
44232,312,5
13724,469,5
13724,470,5
27454,471,5
27454,472,5
13834,473,5
13834,467,5
29755,474,5
29755,475,5
29755,476,5
26244,477,5
26244,26,5
26244,478,5
26244,479,5
35812,480,3
35812,481,5
15441,482,5
15441,483,4
42085,484,5
42085,1,4
42085,485,5
42085,486,5
42085,487,4
42085,488,5
42085,489,5
42085,83,4
42085,490,3
42085,491,4
42085,492,5
42085,493,5
42085,494,5
42085,495,4
42085,496,4
42085,497,5
42085,498,5
42085,94,5
42085,499,5
42085,500,5
42085,501,5
42085,502,5
42085,503,5
42085,504,5
42085,505,4
42085,506,5
42085,507,5
42085,508,4
42085,509,5
42085,510,4
42085,511,5
42085,512,3
42085,513,2
41109,514,5
41109,515,5
41109,516,5
41109,517,4
37396,518,5
37396,479,5
37396,519,5
37396,520,5
37396,521,3
37396,522,5
37396,523,5
37396,524,5
39491,525,4
39491,526,5
32990,527,5
32990,528,3
35102,529,3
35102,530,5
35102,531,5
35102,460,5
35102,320,4
34891,532,5
34891,533,2
34891,534,5
34891,535,5
5646,536,5
5646,274,5
5646,449,5
5646,537,5
27249,538,4
27249,539,4
27249,352,3
27249,540,5
27249,541,5
27249,542,5
27249,173,5
19162,543,5
19162,544,5
19162,545,5
37880,546,5
37880,547,5
37880,548,5
37880,549,5
37880,550,5
37880,551,5
37880,552,5
37880,553,5
37880,554,2
37880,555,5
21674,554,5
21674,556,5
21674,557,4
21674,558,4
9958,389,5
9958,559,5
9958,560,5
9958,561,5
9958,562,5
9958,59,5
9958,563,5
21509,564,5
21509,565,5
21509,566,5
21509,567,5
10331,554,2
10331,568,5
10331,569,5
10331,570,1
10331,571,5
17741,572,5
17741,573,5
17741,574,5
17741,575,5
17741,576,5
17741,577,5
17741,578,5
17741,579,5
17741,580,5
17741,581,5
17741,582,5
17741,583,5
17741,584,5
17741,585,5
17741,586,5
17741,587,5
17741,588,5
17741,589,5
19219,590,5
19219,591,5
19219,592,5
19219,593,5
19219,594,5
19219,595,5
19219,596,5
19219,597,5
19219,598,5
19219,599,5
19219,600,5
19219,601,5
1998,602,5
1998,603,5
1998,514,5
1998,604,5
43051,554,5
43051,605,5
31587,554,5
31587,312,5
31587,606,5
31587,607,5
31587,608,5
31587,609,4
31587,541,5
31587,610,5
31587,611,5
31587,612,5
11807,613,4
11807,554,5
44531,614,5
44531,615,1
44531,616,4
44531,617,5
44531,243,5
44531,618,5
16439,619,3
16439,620,3
10002,621,5
10002,622,5
10002,314,5
10002,623,5
10002,624,5
10002,547,3
10002,625,4
10002,626,4
27780,317,5
27780,627,5
27780,615,4
27780,628,5
27780,629,2
27780,630,4
27780,631,4
17988,632,5
17988,633,4
38347,634,5
38347,635,5
38347,636,5
10689,217,5
10689,637,5
10689,638,5
10689,639,5
10689,311,5
10689,640,5
10689,314,5
37939,641,3
37939,242,5
6169,642,5
6169,643,5
15497,644,5
15497,615,5
15497,645,5
15497,646,4
15497,647,5
15497,648,5
15497,649,5
15497,650,4
14833,651,5
14833,652,5
14833,250,5
14833,653,5
14833,654,5
14833,508,5
26127,655,5
26127,656,4
26127,657,4
26127,615,2
26127,658,4
26127,659,5
26127,660,5
26127,661,5
16995,615,3
16995,541,5
16995,662,5
29521,663,5
29521,664,5
29521,665,5
29521,217,5
29521,666,5
29521,367,5
29521,667,5
29521,668,4
29521,669,5
29521,670,4
24638,671,5
24638,672,5
24638,673,5
24638,674,5
32531,675,5
32531,362,5
32531,615,3
32531,676,5
32531,677,5
17173,678,5
17173,346,5
10841,679,5
10841,680,5
10841,681,5
10841,682,5
10841,683,5
10841,217,5
10841,684,5
27027,685,5
27027,679,5
27027,387,5
27027,686,5
27027,91,5
27027,687,5
27027,688,5
27027,689,5
27027,690,5
27027,307,5
596,691,5
596,692,5
596,693,5
15170,694,5
15170,695,5
13349,696,5
13349,697,5
13349,387,5
13349,698,5
13349,679,5
13349,699,5
41200,679,5
41200,700,5
16945,679,5
16945,701,5
4346,702,5
4346,703,5
4346,704,5
4346,705,4
31223,706,5
31223,707,5
23560,708,5
23560,709,5
11968,710,5
11968,708,5
2889,711,5
2889,712,5
2889,713,5
2889,714,5
2889,715,5
2889,716,5
2889,654,5
2889,77,5
2889,717,5
2889,718,4
14109,713,5
14109,387,1
23311,719,5
23311,499,3
23311,720,5
23311,721,4
23311,722,5
23311,713,5
23311,723,3
23311,87,5
23311,92,5
23311,724,3
23311,725,5
23311,726,5
23311,727,5
23311,728,5
23311,729,5
23311,730,5
23311,731,5
23311,732,5
23311,733,5
23311,734,4
23311,735,4
23311,736,4
23311,563,5
23311,737,5
23311,738,5
23311,739,5
23311,740,5
23311,741,5
23311,742,5
23311,176,3
23311,743,5
23311,744,5
23311,745,5
23311,746,5
23311,420,5
23311,747,5
23311,748,5
23311,749,5
23311,1,5
23311,750,5
41613,751,1
41613,248,3
41613,752,2
41613,753,5
32836,754,5
32836,755,5
20982,756,5
20982,757,4
12267,758,3
12267,759,5
17136,760,5
17136,761,5
21390,59,5
21390,762,5
35942,763,4
35942,764,5
3531,765,5
3531,202,5
3531,766,5
3531,767,5
3531,768,5
31802,769,3
31802,770,4
31802,771,4
31802,772,4
31802,773,5
31802,774,4
31802,775,3
31802,765,5
31802,776,5
31802,777,3
31802,778,5
31802,779,5
31802,780,5
31802,781,4
31802,782,5
31802,783,4
31802,784,5
11018,480,5
11018,478,5
19877,785,4
19877,786,5
19877,787,5
19877,788,2
416,789,5
416,790,5
416,791,2
416,792,5
416,793,5
35785,792,1
35785,755,2
2116,794,5
2116,795,5
12403,796,2
12403,797,5
12403,798,5
12403,799,1
12403,800,5
12403,801,4
12403,802,5
12403,803,5
12403,804,4
12403,805,5
15182,806,4
15182,807,5
24660,808,5
24660,809,5
24660,810,5
24660,811,5
870,812,5
870,813,5
870,215,5
870,814,5
870,815,5
870,816,5
870,817,5
870,818,5
870,819,4
870,820,5
10172,821,5
10172,822,5
10172,823,5
10172,91,5
10172,824,5
10172,825,5
10172,826,5
10172,827,5
10172,828,5
26969,829,5
26969,349,5
26969,667,5
26969,830,5
26969,831,5
45829,832,1
45829,215,5
528,833,5
528,834,5
12531,835,5
12531,836,5
12531,735,5
24194,837,3
24194,838,2
24194,791,5
43503,5,5
43503,839,5
43503,840,5
43503,841,5
43503,842,5
43503,843,5
29903,844,5
29903,845,5
29903,846,5
20295,847,5
20295,848,5
1265,849,5
1265,850,5
1265,851,5
1265,852,5
31016,853,5
31016,835,5
19965,854,5
19965,855,5
19965,856,5
7179,857,5
7179,858,5
7179,859,4
10306,860,4
10306,702,5
5476,861,5
5476,862,5
5476,863,4
1844,864,3
1844,244,5
1844,865,4
43612,689,4
43612,866,4
43612,867,4
43612,868,4
43612,869,4
43612,460,4
43612,870,4
43612,871,4
43612,872,4
43612,344,5
43612,873,4
43612,874,4
38694,872,5
38694,875,5
38694,876,5
38694,173,4
23502,877,5
23502,878,4
23502,879,5
23502,880,5
23502,872,5
23502,881,5
23502,882,5
35156,883,4
35156,872,3
36457,884,5
36457,872,5
24100,885,5
24100,886,5
4923,483,5
4923,887,5
4923,682,5
4923,888,5
7671,889,1
7671,890,5
7671,891,1
7671,892,5
7671,893,5
7671,894,5
7671,153,4
7671,812,4
7671,895,5
7671,872,5
1919,896,5
1919,897,5
1919,898,5
1919,899,5
648,6,4
648,839,5
648,673,4
648,900,4
9329,312,5
9329,901,5
38288,182,5
38288,902,5
38288,903,5
7463,872,3
7463,456,5
22828,187,5
22828,904,5
22828,338,5
22828,453,5
22828,905,5
22828,906,5
38523,907,5
38523,908,5
38523,909,5
38523,872,5
38523,910,5
20147,911,2
20147,912,4
14112,913,1
14112,914,1
2437,915,5
2437,338,5
2437,916,4
32245,917,5
32245,242,5
32245,918,5
38010,919,5
38010,242,5
17170,920,5
17170,921,5
17170,922,3
17170,923,5
17170,924,5
17170,925,5
17170,926,5
17170,242,5
17170,927,5
17170,928,5
33272,345,5
33272,929,5
33272,387,5
26099,930,5
26099,931,5
9759,210,5
9759,242,5
9759,932,5
9759,933,5
37128,934,5
37128,935,5
40311,936,4
40311,937,5
17011,216,5
17011,362,5
39717,938,5
39717,242,5
20705,939,5
20705,242,5
18260,940,5
18260,941,5
27640,942,5
27640,91,5
27640,943,5
27640,944,5
27640,945,5
27640,932,5
27640,946,5
27640,947,5
27640,948,5
16805,242,4
16805,312,5
16805,204,5
28560,242,5
28560,949,5
36289,950,4
36289,951,5
35957,952,5
35957,242,5
30695,953,5
30695,954,5
30695,955,5
30695,956,5
30695,822,5
30695,957,5
30695,958,5
30695,242,5
30695,959,5
30695,960,5
30695,961,5
30695,962,5
30695,963,5
8033,964,5
8033,242,5
8033,965,5
8033,966,5
8033,967,5
8033,607,5
8033,946,5
8033,968,5
8033,969,5
8661,970,5
8661,971,5
8661,242,5
8661,972,5
8661,973,5
8661,469,5
8661,974,5
40768,243,5
40768,975,5
40768,976,5
23429,242,4
23429,977,4
23429,978,5
23429,173,4
2871,979,5
2871,689,5
4770,980,4
4770,981,1
4770,982,5
16527,983,5
16527,984,5
16527,985,5
16527,986,5
24394,987,5
24394,541,5
29765,810,5
29765,988,5
30201,817,5
30201,989,5
30201,990,5
30201,991,5
30201,992,5
30201,993,5
30201,994,5
30201,995,5
30201,243,3
30201,996,5
30201,351,1
10839,997,5
10839,998,1
10839,209,5
10839,383,4
10839,247,5
10839,999,5
21462,1000,5
21462,1001,5
16410,1002,5
16410,1003,3
8048,1004,5
8048,1005,5
8048,1006,5
8048,1007,5
8048,1008,5
8048,1009,5
6119,1010,5
6119,1011,5
13894,243,5
13894,242,5
37602,231,5
37602,1012,5
37602,367,3
37602,167,5
33273,1013,5
33273,1014,5
33273,1015,5
23871,1016,5
23871,1017,5
23871,1018,2
16047,167,1
16047,944,5
16047,1019,3
16047,42,5
6578,1020,5
6578,899,5
6578,1021,5
6578,1022,5
6578,1023,5
6578,1024,5
6578,1025,5
6578,1026,5
6578,215,5
6578,1027,5
6578,1028,5
6578,216,5
6578,1029,5
42596,1030,5
42596,1031,5
42596,1032,5
42596,510,5
42068,1033,3
42068,1034,2
8853,1035,5
8853,1036,5
37384,1037,5
37384,1038,5
27260,1039,5
27260,1040,5
27260,1041,5
27260,1,5
27260,1042,5
27260,1043,5
27260,1044,5
27260,1045,5
27260,1046,5
27260,84,5
27260,1030,5
27260,1038,5
2182,1047,5
2182,1048,5
2182,1038,5
2182,1049,5
2182,722,5
2182,1050,5
32612,1051,5
32612,1052,5
32612,1053,5
32612,1054,5
32612,1055,5
32612,292,5
32612,1056,5
32612,1057,5
32612,1058,5
32612,1059,5
32612,1060,5
32612,1061,5
32612,1062,5
32612,1063,5
32612,1064,5
32612,1065,5
41967,1038,5
41967,94,5
41967,1066,5
2225,1067,5
2225,217,5
2225,1068,2
2225,1069,5
2225,1070,5
2225,1071,5
2225,1072,5
15794,1073,5
15794,1074,5
13800,616,5
13800,1073,5
11481,1075,5
11481,173,5
11481,1076,5
11481,1077,5
11481,1078,5
4459,1073,5
4459,1079,5
20258,1080,5
20258,1081,5
10428,541,5
10428,1073,5
3855,1082,5
3855,168,5
3855,1083,5
3855,1073,5
42851,1073,5
42851,1084,5
42851,584,5
43399,473,5
43399,1085,5
40995,1073,5
40995,963,5
10534,1086,5
10534,1087,5
32162,677,5
32162,1088,5
32162,1089,5
32162,1090,5
32162,1091,5
32162,32,5
32162,1092,5
32162,1093,5
32162,1094,5
32162,1095,5
32162,1096,5
32162,1097,5
42161,1098,5
42161,367,5
42161,1099,5
42161,1100,5
42161,1101,5
25973,143,5
25973,1102,4
25973,1092,3
25973,1103,5
25973,1073,4
25973,1104,4
41647,1105,3
41647,1073,2
6307,1106,5
6307,1107,5
6307,171,4
6307,204,5
6307,1088,5
6307,1108,5
6307,190,5
6307,1109,5
6307,159,5
6307,1110,5
6307,1111,5
6307,1112,5
6307,1113,5
6307,1114,5
6307,1115,5
6307,1116,5
15678,672,5
15678,662,5
37682,366,5
37682,662,5
30794,1117,5
30794,298,5
30794,1118,5
30794,1119,5
35069,164,5
35069,1120,5
35069,1121,5
35069,1122,5
35069,1123,5
35069,1124,5
35069,958,5
4298,1125,5
4298,1126,5
30248,1127,3
30248,622,5
43082,1128,5
43082,1129,5
8699,1130,5
8699,1131,4
5036,416,5
5036,1132,5
5036,1133,5
5036,1134,5
30706,1135,5
30706,1136,5
30706,1137,5
10015,1138,5
10015,1130,5
17639,1139,3
17639,1140,5
15046,1141,5
15046,1142,5
36780,1143,5
36780,1144,5
33864,1145,4
33864,272,5
33864,1146,4
33864,1147,5
33864,1148,5
33864,1149,5
33864,1150,5
33864,1151,5
33864,1152,5
33864,1153,5
33864,1154,5
33864,1155,5
33864,1156,4
33864,1157,4
33864,1158,4
32488,1159,5
32488,66,5
30290,1160,5
30290,1161,5
30290,1162,5
30290,891,5
30290,1163,1
30290,1164,5
32733,1165,5
32733,691,5
3813,1166,3
3813,1145,3
8823,283,5
8823,1167,3
8823,1168,5
8823,1169,5
19657,1170,1
19657,1171,4
19657,1145,5
19657,755,5
19657,1172,5
19657,1173,3
19657,1174,4
22864,1149,5
22864,1175,5
27700,1176,5
27700,1145,1
27700,153,5
27700,1177,5
14225,1178,5
14225,1145,5
739,1179,5
739,153,5
12712,1180,1
12712,1181,5
12712,1182,2
12712,1183,2
12712,1184,4
12712,1185,5
12712,1186,3
12712,1187,5
12712,655,5
12712,1188,5
12712,1189,5
12712,1190,5
12712,1191,5
12712,1192,4
12712,1193,5
12712,1194,5
12712,895,5
12712,1195,5
12712,1196,5
12712,1197,3
12712,659,5
12712,1152,5
12712,1198,5
12712,774,3
12712,1199,5
12712,1200,5
12712,1201,5
45371,1202,5
45371,1203,5
38938,1204,4
38938,1205,5
38938,1206,4
38938,1207,4
38938,1208,4
38938,1209,4
38938,1210,4
38938,1211,4
38938,1212,3
38938,1213,5
4805,1214,5
4805,1215,5
34122,1216,3
34122,1217,5
34122,1218,5
34122,1219,5
13261,422,5
13261,1220,5
13261,1221,5
13261,1222,4
13261,1223,5
13261,1224,5
13261,1225,5
13261,1226,5
13261,1227,5
13261,1228,4
13261,1229,3
13261,1230,3
13261,1231,5
13261,1232,4
13261,1233,4
13261,1234,5
13261,1235,5
13261,1236,5
13261,1237,5
13261,1238,4
438,1239,5
438,1240,5
438,1241,5
438,1223,5
438,1242,5
22547,1243,5
22547,1244,5
46557,1245,5
46557,1246,5
18652,387,5
18652,1247,5
37786,1248,5
37786,1247,5
37786,1249,5
8166,1250,5
8166,824,5
8166,1247,3
8166,1251,4
8166,1252,4
8166,1253,5
3653,1254,3
3653,1255,4
22887,175,5
22887,1256,5
28893,1257,4
28893,1258,4
33294,1259,5
33294,1260,5
33294,1258,5
44040,1261,5
44040,114,5
44040,1262,5
44040,1263,5
44040,1264,4
44040,1265,4
44040,1266,3
44040,1267,4
14030,1258,5
14030,1268,5
14030,1269,5
14030,392,5
24219,477,5
24219,1270,4
24219,1271,5
24219,1272,4
24219,1273,5
24219,1274,3
24219,1258,3
27798,1275,5
27798,1276,5
27798,1277,4
16900,1278,5
16900,1279,5
16900,1280,5
16900,1281,5
16900,1282,5
16900,1283,5
16900,1284,4
16900,1177,5
16900,1285,5
16900,1286,3
16900,1287,5
16900,1288,5
16900,1289,5
16900,1290,5
16900,99,5
16900,1291,5
16900,1292,5
16900,1293,3
16900,1054,5
16900,1294,3
16900,1295,5
16900,1296,5
16900,1297,5
16900,1298,5
16900,1299,5
16900,1300,5
16900,1301,5
16900,1302,5
16900,812,2
44668,1303,5
44668,1268,5
36822,1304,5
36822,1305,5
36822,1306,5
36822,1307,5
36822,1308,5
36822,1309,5
36822,1310,5
21843,1311,5
21843,1312,5
42673,1313,5
42673,1314,5
42673,1268,5
42673,1315,5
42673,1316,5
42673,1317,5
42673,1318,5
10325,1319,4
10325,1320,4
10325,1258,4
10325,1321,3
10325,1322,4
10325,1323,4
10325,1324,4
10325,1257,4
35762,1325,5
35762,1267,5
35762,1268,5
35762,1326,5
35762,1327,5
35762,644,5
35762,1328,5
35762,1329,5
35762,1290,5
35762,1330,5
35762,1331,5
35762,1303,5
35762,1061,5
35762,1332,5
3228,1333,5
3228,1334,5
3228,1335,5
3228,1336,5
3228,1337,5
3228,1338,5
3228,1293,5
3228,1339,5
3228,1340,5
3228,1341,5
3228,1342,5
35009,1343,4
35009,1337,4
35135,1344,5
35135,1345,5
35135,1346,5
6611,1347,5
6611,1348,5
13610,288,5
13610,1349,5
13610,1350,5
13610,1351,5
13610,1352,5
13610,1353,5
13610,1273,5
13610,1354,5
27357,1258,5
27357,1324,5
38811,1290,5
38811,1355,4
38811,1356,5
38811,1357,5
38811,1358,4
38811,1359,4
38811,1360,5
37,1361,5
37,1362,5
37,1363,5
10516,1318,5
10516,1364,5
2111,1258,5
2111,1365,5
5827,1290,5
5827,1366,5
5827,1264,5
5827,1367,5
5827,1368,5
24436,1369,5
24436,1370,5
24436,1371,2
24436,1372,5
24436,1373,4
24436,1374,4
24436,1061,4
24436,1375,5
24436,1376,5
24436,1377,5
24436,471,5
24436,1378,5
24436,1379,5
24436,1380,5
24436,1381,2
24436,1382,3
24436,1383,5
24436,1384,4
24436,1385,1
24436,1386,4
24436,1387,4
24436,1388,5
24436,1389,5
24436,1390,5
24436,1391,4
24436,1392,4
24436,1393,5
24436,1394,5
24436,1395,5
24436,1396,5
24436,1397,4
24436,1398,5
24436,1042,5
24436,1399,5
24436,1400,5
24436,1401,5
24436,1402,5
24436,1403,5
24436,1404,5
24436,1405,5
24436,1406,5
24436,1407,5
24436,1052,5
24436,1300,5
24436,1408,4
24436,1409,2
25034,1410,5
25034,1411,1
25034,1412,1
25034,1413,3
25034,1414,5
25034,998,5
25034,1415,4
25034,1416,5
25034,1417,5
25034,1418,5
25034,1419,5
25034,1420,3
25034,1344,5
25034,1258,5
33166,1421,5
33166,1316,5
33166,1054,5
21372,114,5
21372,1264,5
21372,1422,5
21372,1307,5
25135,1423,5
25135,1264,1
25135,1424,5
25135,1425,5
25135,1426,5
25135,1427,5
25135,1428,5
25135,1429,5
25135,1315,2
25135,1430,5
25135,1310,4
25135,1431,3
25135,1432,5
25135,1433,5
25135,1434,3
25135,1435,5
19859,1303,1
19859,1436,5
35306,1368,4
35306,1347,5
21723,1437,5
21723,857,3
8731,1438,5
8731,1303,3
8731,1439,5
8731,1440,5
8731,1441,5
8731,1442,5
8731,1443,4
32283,1444,5
32283,1445,5
32283,217,5
32283,1446,5
32283,1347,5
23530,1030,5
23530,1264,5
23530,1316,5
23530,1447,5
23530,1258,5
23530,1338,5
23530,1448,5
23530,288,5
23530,1449,5
23530,1,5
23530,1418,5
23530,1298,5
32823,1450,5
32823,1451,5
32823,1452,5
32823,1453,5
32823,1454,5
32823,152,5
32823,1455,5
32823,1456,5
32823,1457,5
32823,1458,5
32823,1459,5
32823,1460,5
32823,1461,5
32823,1462,5
32823,1463,5
32823,1464,5
32823,1465,5
32823,1466,5
32823,1467,5
32823,1468,5
32823,477,5
32823,1469,5
32823,1470,5
32823,1471,5
32823,1472,5
32823,1473,5
32823,1474,5
32823,1475,5
32823,1476,5
32823,1477,5
32823,1478,5
32823,1479,5
32823,1480,5
32823,1481,5
32823,1482,4
32823,1483,3
32823,34,5
32823,1484,5
32823,1485,5
32823,1486,5
32823,1487,5
32823,1488,5
32823,1303,5
32823,1489,3
32823,1490,5
32823,1491,5
32823,1492,5
32823,1493,5
32823,1494,2
32823,1495,5
32823,1496,4
32823,1497,5
32823,1498,5
32823,1499,5
32823,1500,5
32823,1501,5
32823,1502,4
32823,1503,5
11288,1504,1
11288,1347,5
11288,1505,4
11288,1506,4
14824,1507,3
14824,1508,5
14824,1368,5
14824,1509,5
14824,1347,5
14824,1336,5
14824,375,5
14824,1510,5
33637,1511,5
33637,1412,5
13427,1309,5
13427,1512,5
13427,1513,4
13427,1514,5
13427,1256,5
13427,1515,5
13427,1298,5
13427,1516,4
13427,1517,5
13427,1518,4
13427,1322,5
13427,1519,5
23802,1347,5
23802,1273,5
23802,1520,4
23802,1521,5
23802,1522,5
23802,1523,5
22785,1347,5
22785,1524,5
8471,1335,1
8471,1309,5
8471,1347,5
8471,1525,3
5758,1526,3
5758,1527,4
34215,1528,5
34215,1529,4
37250,1530,5
37250,1531,5
22687,1532,5
22687,1533,5
28816,1534,5
28816,1535,5
28816,1536,5
26361,1537,5
26361,1538,5
