user_id,item_id,rating
1998,626,5
43051,11781,5
31587,3307,5
31587,5422,4
31587,323,5
31587,8630,5
31587,5732,5
11807,5843,5
44531,363,5
44531,14820,1
44531,12508,1
44531,1555,5
16439,1122,5
10002,217,5
10002,12472,5
10002,345,5
10002,187,5
10002,683,4
27780,13411,5
27780,8104,5
27780,10365,5
17988,338,4
17988,370,5
38347,10917,5
38347,11578,5
10689,3277,5
10689,14602,5
10689,3602,5
37939,615,5
6169,168,5
15497,5439,4
15497,1545,3
15497,19183,5
15497,6663,5
14833,1870,5
14833,615,5
14833,10481,5
26127,14175,4
26127,4532,5
26127,2854,5
16995,10966,5
16995,3848,5
29521,20236,5
29521,363,5
29521,13140,5
29521,8562,5
29521,358,5
24638,1124,4
24638,15535,1
32531,6202,5
32531,6056,5
32531,1744,5
17173,943,5
10841,648,5
10841,10533,5
10841,8658,5
27027,17546,5
27027,18306,5
27027,1591,5
27027,5651,5
27027,1870,5
596,2521,5
596,1045,5
15170,6158,4
15170,632,5
13349,455,5
13349,13031,5
13349,3307,5
13349,5753,5
41200,3654,5
16945,1703,5
16945,7330,5
4346,8908,5
4346,2654,5
31223,60,5
23560,10,5
11968,8016,5
2889,21143,5
2889,1149,4
2889,11007,5
2889,687,5
2889,4104,5
14109,1787,5
14109,233,5
23311,18101,4
23311,5227,5
23311,9547,5
23311,10630,5
23311,14790,5
23311,513,5
23311,3586,5
23311,510,5
23311,13979,5
23311,2752,5
23311,489,5
23311,3602,5
23311,8162,4
23311,8075,5
23311,94,5
23311,5833,5
23311,14812,5
23311,506,5
23311,8387,5
23311,1030,5
41613,353,5
41613,7113,3
32836,652,5
20982,713,4
12267,10715,5
21390,2543,4
35942,1669,4
3531,1158,5
3531,8793,5
3531,6332,5
31802,9397,4
31802,7774,5
31802,2017,5
31802,18573,5
31802,1157,3
31802,19872,4
31802,9063,5
31802,9345,4
31802,16745,4
11018,2664,5
19877,719,5
19877,183,5
19877,13288,1
416,351,5
416,35,5
416,94,5
35785,839,1
2116,4726,4
12403,2375,3
12403,17117,5
12403,11222,5
12403,8496,5
12403,17630,5
12403,9080,5
15182,17117,5
24660,818,5
24660,20547,5
870,6731,5
870,13280,5
870,3460,4
870,4773,5
870,670,5
10172,9976,5
10172,3459,5
10172,473,5
10172,3211,5
26969,3835,5
26969,243,5
26969,702,5
45829,702,3
45829,267,5
528,948,5
528,8156,5
12531,21541,5
12531,3214,5
24194,703,3
43503,2215,5
43503,1337,4
43503,5696,5
43503,22,5
29903,702,5
20295,702,5
1265,6,5
1265,2738,5
31016,7691,5
19965,2935,5
7179,6137,5
10306,1149,5
5476,2024,5
1844,529,2
43612,5929,5
43612,816,4
43612,8620,4
43612,4896,5
43612,1109,5
43612,1013,5
38694,3529,5
23502,3354,5
23502,12673,3
23502,9540,5
23502,21279,5
35156,167,4
36457,34,5
24100,2572,5
24100,1787,5
4923,41,5
4923,872,5
7671,3241,5
7671,4709,5
7671,4817,5
7671,2650,5
7671,2564,5
7671,8353,5
1919,204,5
1919,1864,5
648,164,5
648,1855,4
9329,872,5
38288,2275,5
38288,737,5
7463,5984,1
22828,3436,5
22828,8394,5
22828,3030,5
22828,12675,5
38523,3308,5
38523,12703,5
20147,872,3
14112,383,5
2437,19449,5
2437,7610,5
32245,12406,5
32245,3436,1
38010,12178,5
17170,19020,5
17170,329,5
17170,4751,5
17170,21340,5
17170,368,5
33272,888,5
33272,4469,5
26099,242,5
9759,5732,5
9759,854,5
37128,242,5
40311,242,5
40311,9619,5
17011,1027,5
39717,1044,5
20705,5657,5
18260,298,5
27640,645,5
27640,1746,5
27640,242,5
27640,3560,5
16805,3436,5
28560,1617,5
36289,5731,5
35957,2868,5
35957,2304,5
30695,14616,5
30695,35,5
30695,3436,5
30695,16207,5
30695,981,5
30695,1788,5
30695,5919,5
8033,8388,5
8033,1973,5
8033,4307,5
8033,7936,5
8661,19879,5
8661,3550,5
40768,4405,5
40768,242,5
23429,13331,4
23429,21621,5
2871,242,5
4770,5716,5
16527,862,5
16527,1245,5
24394,1086,5
24394,242,5
29765,15219,5
30201,4900,5
30201,16,5
30201,11649,5
30201,5997,5
30201,460,1
10839,558,2
10839,66,4
10839,13109,5
21462,5422,5
21462,242,5
16410,5758,4
8048,242,5
8048,3285,5
8048,1735,5
8048,349,5
6119,242,5
6119,6925,5
13894,527,5
37602,12414,5
37602,684,5
33273,4766,5
23871,8168,5
23871,12446,5
16047,4949,5
16047,5690,5
6578,855,5
6578,242,5
6578,2813,5
6578,7017,4
6578,19165,4
6578,10602,5
42596,1038,5
42596,19169,5
42068,20200,2
42068,20201,4
8853,18151,5
37384,8501,5
27260,17209,5
27260,506,5
27260,2579,5
27260,510,5
27260,6585,5
2182,3586,5
2182,839,5
2182,10170,5
32612,15499,5
32612,1362,5
32612,1038,5
32612,11589,5
32612,8614,5
32612,4678,5
32612,1480,5
32612,1354,5
32612,9450,5
2225,1181,4
2225,4251,5
2225,3782,5
15794,6020,5
13800,2998,5
13800,2993,5
11481,17266,5
11481,6362,5
11481,1073,5
4459,8397,5
20258,11880,5
20258,1073,5
10428,12794,5
3855,662,5
3855,363,5
42851,8517,5
40995,5984,5
40995,686,1
10534,475,5
32162,6208,5
32162,1073,5
32162,9808,5
32162,14515,5
32162,7061,5
32162,17072,5
32162,6205,5
42161,9783,5
42161,10580,5
25973,8645,4
25973,6377,4
25973,10550,3
41647,10073,5
41647,383,5
6307,13033,5
6307,11204,5
6307,3446,5
6307,328,5
6307,1425,5
6307,173,5
6307,5044,5
6307,16711,5
15678,3308,5
37682,300,5
30794,6587,5
30794,10376,5
30794,662,5
35069,352,4
35069,8635,5
35069,662,5
4298,2427,5
4298,2496,5
30248,1130,5
43082,1032,5
43082,2705,5
8699,2522,5
8699,2247,3
5036,2273,5
30706,3316,5
30706,19539,5
10015,5883,5
17639,1130,5
17639,501,5
15046,9615,5
36780,1130,5
36780,4050,5
33864,4027,3
33864,1909,5
33864,2104,5
33864,2161,5
33864,11085,4
33864,7197,4
33864,7994,5
33864,2910,5
32488,1923,5
30290,4344,5
30290,2504,5
30290,14168,5
32733,3762,1
32733,1145,5
3813,12944,5
8823,19424,5
8823,1145,5
19657,3042,4
19657,15116,4
19657,7575,1
19657,4927,3
22864,1145,5
27700,2619,5
27700,2000,5
14225,6707,1
739,15341,5
12712,9514,5
12712,2316,5
12712,2337,5
12712,1145,4
12712,1636,5
12712,2228,5
12712,780,5
12712,1893,2
12712,3090,5
12712,15430,5
12712,1550,5
12712,2195,5
12712,2384,5
45371,2328,5
38938,4239,3
38938,10891,5
38938,4709,2
38938,4220,4
38938,15236,4
38938,15508,4
4805,7002,5
34122,1078,5
34122,1647,4
13261,4090,5
13261,1480,5
13261,1662,5
13261,20413,5
13261,407,4
13261,13764,5
13261,14455,5
13261,5517,5
13261,7480,3
13261,19895,5
438,8297,5
438,9680,5
438,775,5
22547,6199,5
46557,862,5
18652,604,5
37786,9615,5
37786,10084,5
8166,3893,5
8166,865,4
8166,7473,5
3653,7051,4
22887,1247,5
28893,2315,3
33294,838,5
44040,11766,5
44040,1307,5
44040,1337,5
44040,11952,3
14030,15870,5
14030,3162,5
24219,8159,5
24219,4203,3
24219,44,5
27798,18780,5
27798,1258,3
16900,11108,3
16900,1227,5
16900,21014,3
16900,14742,5
16900,14447,5
16900,16194,5
16900,3171,5
16900,15676,5
16900,1263,4
16900,1344,2
16900,9431,5
16900,3021,5
16900,7124,5
16900,16876,3
16900,3493,5
44668,1258,5
36822,17866,5
36822,11293,5
36822,19661,5
36822,1336,5
21843,1258,5
42673,7518,5
42673,14143,5
42673,19522,5
10325,16789,3
10325,17350,4
10325,5527,4
10325,20253,4
35762,1828,5
35762,1515,5
35762,12560,5
35762,1511,5
35762,207,5
35762,768,5
35762,1052,5
35762,10680,5
3228,4675,5
3228,5861,5
3228,12519,5
3228,1290,5
3228,11663,5
35009,1368,4
35009,1290,4
35135,16946,5
35135,1267,5
6611,1938,5
13610,13406,5
13610,17678,5
13610,6131,5
13610,1258,5
27357,1298,5
27357,1304,5
38811,5176,5
38811,4246,5
38811,1258,5
37,1258,5
37,6055,5
10516,1268,5
2111,1293,5
5827,1303,5
5827,1268,5
5827,18872,5
24436,1227,4
24436,1258,1
24436,6235,5
24436,14686,4
24436,17700,5
24436,14457,5
24436,17350,3
24436,10635,4
24436,2721,3
24436,15632,4
24436,16690,5
24436,9641,4
24436,17956,5
24436,5872,4
24436,1278,4
24436,1304,2
24436,13659,5
24436,17808,5
24436,1347,1
24436,5189,4
24436,3021,5
24436,1448,5
24436,18476,3
25034,16845,4
25034,16981,5
25034,19701,5
25034,1338,5
25034,11342,5
25034,8574,5
25034,5616,5
25034,17316,5
33166,6345,5
33166,1324,5
21372,1324,5
21372,13317,4
25135,17399,5
25135,7998,1
25135,998,5
25135,6658,5
25135,1347,5
25135,13552,5
25135,1824,3
25135,11510,5
25135,14582,5
19859,1347,4
35306,1847,4
21723,2570,5
8731,1347,5
8731,5305,5
8731,293,5
32283,12136,5
32283,5746,5
23530,5160,5
23530,3297,5
23530,13001,5
23530,1347,5
23530,8581,5
23530,6678,5
32823,17482,4
32823,2075,4
32823,4338,5
32823,10245,5
32823,12143,3
32823,13391,4
32823,18123,5
32823,7749,5
32823,5282,5
32823,3005,5
32823,3251,5
32823,17592,5
32823,19033,5
32823,9015,5
32823,11095,5
32823,19707,5
32823,14232,5
32823,2716,5
32823,17313,5
32823,4899,5
32823,3096,5
32823,1709,5
32823,5342,5
32823,842,5
32823,12971,5
32823,1283,5
32823,21613,5
11288,21665,5
11288,5872,1
14824,4291,5
14824,5258,1
14824,10060,2
14824,2991,5
14824,3292,1
33637,1347,5
13427,14436,5
13427,1290,5
13427,1347,5
13427,3505,5
13427,8018,5
13427,1385,4
23802,1298,5
23802,15876,4
23802,1302,5
23802,1991,5
22785,3011,5
22785,1267,5
8471,7371,2
8471,3013,5
5758,8908,4
34215,2741,5
37250,5915,4
37250,11598,5
22687,5499,5
28816,1533,5
26361,1533,4
31453,20706,4
31453,19760,3
31453,12780,5
44243,307,1
7253,17588,5
7253,19788,5
31701,7909,5
31701,1717,5
31701,1533,5
5611,19965,5
5611,385,5
37402,659,5
684,2741,5
19057,3451,5
16847,622,5
43241,1533,1
43241,2917,5
41068,13282,5
4651,1191,5
4651,4687,5
32611,1533,5
35764,17073,4
35764,3060,5
36378,12876,3
36378,4335,5
36378,3585,5
13397,1585,4
1895,12070,5
6431,6176,5
360,2125,5
22237,11644,4
23497,53,5
12653,9944,4
12653,12951,5
16874,2627,5
16874,1605,5
45126,4787,5
45126,4004,5
13362,2879,5
13362,1841,4
13362,1605,5
34726,7725,2
8232,1700,1
8232,35,5
26338,5083,5
26338,2017,5
26338,655,5
26338,20634,4
26338,2681,4
26338,151,4
26338,7139,3
26338,15439,4
26338,14883,5
26338,3325,4
26338,15017,5
26338,2595,5
26338,1905,5
26338,1843,3
26338,4295,3
26338,16567,5
13583,6586,5
32901,15689,5
32901,409,5
32901,6984,5
32901,315,5
32901,17189,3
33857,1538,5
46305,8579,5
17939,7504,5
45674,6777,5
45674,1605,4
45674,17644,5
1789,2368,5
20918,1598,5
20918,18119,5
1500,15684,4
1500,2144,5
8551,1657,4
8551,2063,4
13635,3896,5
13635,17547,5
9003,2078,5
9003,5937,5
23724,1664,5
23724,1178,5
19932,3668,3
37304,1598,5
38270,4136,5
19262,6162,5
19262,16301,5
46304,1283,5
46304,1664,5
46304,4883,4
30071,3380,5
30071,3776,5
27767,4179,3
27767,13506,5
27767,558,4
45997,5480,5
45997,2965,5
6035,5268,5
6035,4385,3
6035,1,5
37638,19327,5
37638,1990,5
13414,1664,5
13414,11465,5
13414,815,3
5553,4084,5
42299,10339,5
42299,4141,5
28897,1664,5
28897,3582,5
15757,5387,5
11859,15394,5
11859,1664,5
33825,801,5
16869,1664,5
16869,226,5
10260,1664,5
21547,5418,5
21438,20329,3
30202,109,5
30202,1733,5
16509,14628,5
16509,15658,5
42343,7852,4
7971,5302,5
7971,15306,5
7971,1167,5
38137,9697,5
41922,1931,5
41922,8953,5
41922,1368,5
27963,9670,5
37641,1729,5
16319,13142,5
16319,13941,4
16319,3505,5
10358,3944,5
10358,6328,5
10358,4331,5
15405,14984,5
15405,6889,5
5509,1729,5
14447,6240,5
14447,10844,5
14447,6107,4
3888,14236,4
28575,1729,1
28575,2484,3
28575,14463,1
23910,19671,5
5763,8954,5
5763,1805,3
5763,1729,5
32569,8548,4
32569,6259,5
32569,15093,5
17934,3995,5
17934,1729,5
32184,1729,4
32184,10510,4
5874,1597,5
5874,17051,4
15119,1729,4
15119,17937,4
2519,4913,4
2519,5866,5
45523,1628,5
23355,15244,5
23355,10838,5
23886,3801,5
25444,353,5
28202,15948,5
5975,3401,5
20867,19800,5
24466,3166,5
24466,19,5
13673,2423,5
14918,16672,5
30471,979,5
30471,380,5
30471,8371,5
30471,4896,5
30471,1700,5
30471,3179,5
30471,5672,5
30471,350,5
38736,15369,3
46479,1540,2
46479,18888,5
46479,2306,5
46479,5529,5
46479,13736,4
46479,1002,5
34253,12896,5
11903,20511,5
18759,10666,5
18759,547,5
18759,8830,5
18759,34,4
18759,1051,5
18759,120,5
18759,3896,5
18759,10804,5
18645,4891,5
18645,3131,5
18645,1444,5
18645,1368,5
18645,10634,5
18645,20569,5
18645,8403,5
30511,3826,4
30511,16699,5
30511,3531,5
30511,1176,5
22393,10210,3
22393,2342,5
22393,4043,5
43611,13627,5
43611,1300,5
43611,8578,5
43611,16876,5
43611,1404,5
35900,15619,5
6008,4146,4
38945,1811,1
5718,1811,1
5718,4003,4
45784,1811,5
30790,1592,5
30790,1811,5
45752,8406,5
45752,17364,5
45752,8408,5
45752,1374,5
13523,1811,4
13523,8416,4
31518,13209,5
31518,7909,5
42154,6265,5
19989,17699,5
19989,4160,4
19989,8632,5
19989,160,5
25317,3920,5
12202,14988,5
12202,1811,5
12202,20131,5
12202,1005,5
40186,891,5
35985,5567,5
35985,11975,5
35985,2144,5
35985,1544,5
32025,869,5
32025,5587,5
27732,1811,5
27732,7260,5
29888,15494,4
29888,1811,4
29888,17776,4
17514,8568,5
24990,521,5
5592,3962,5
5592,1668,5
42469,1811,5
31322,1811,3
31322,1434,5
31322,21608,3
37676,8119,5
18396,21808,4
18396,5513,4
18396,1752,4
38056,1811,4
12853,2116,5
45969,1811,2
45969,3946,4
26840,13628,5
26840,5295,5
26840,1848,5
26840,2051,5
26840,13889,5
26840,8520,5
40063,3619,5
37866,1376,5
37866,4868,5
30517,1841,5
30517,3982,5
30517,2923,5
30517,7188,5
30517,6050,5
30517,10014,5
30517,1180,5
32673,6342,5
32673,1033,5
32673,1900,5
32716,7881,5
32716,3712,5
22648,4394,5
12774,7902,5
12774,1727,5
34393,1157,5
34393,1908,5
34393,4391,5
34393,4883,5
34393,11537,5
34393,21420,5
34393,4870,5
34393,3291,5
37819,9256,5
37819,11901,4
44999,2144,5
44999,9308,5
44999,1504,5
44999,5323,5
44999,1890,5
44999,21672,5
44999,11342,5
44999,1425,5
44999,21192,5
44999,1819,5
44999,13341,5
27918,1122,5
27918,3030,5
27918,16639,5
11536,4963,5
28538,17040,5
30386,5235,3
18156,1811,5
18156,1227,5
20449,5961,5
20449,2142,2
16430,1811,4
35452,4964,5
35452,7609,5
34201,2368,5
34201,3337,5
34201,12199,5
37431,1811,5
9785,14110,3
39098,4905,5
39098,2169,5
39098,21660,5
39098,1911,4
39098,21413,5
39098,1149,5
25496,2665,5
25496,16893,5
15710,13073,5
15710,3545,5
15710,8253,3
29231,1880,3
29231,14027,5
29231,547,5
29231,1745,5
29231,9106,4
36031,8992,5
38877,3401,3
38877,691,5
38877,14851,2
38877,3047,5
38877,14156,5
38877,10682,1
38877,2144,5
38877,4670,5
38877,565,5
38877,2862,5
38877,21189,4
10691,8197,5
10691,5719,5
11497,12552,4
11497,5408,5
10870,1619,5
11006,21680,4
11006,2070,5
42969,11485,5
42969,14515,5
9296,870,5
9296,3897,5
9296,2063,5
12842,12135,3
12842,15476,5
12842,3040,5
12842,4136,5
12842,17508,5
12842,7369,5
12842,10080,5
12842,6003,5
12842,2306,5
12842,8597,5
12842,14140,5
12842,21087,4
12842,2116,5
12842,1703,4
12842,5079,5
12842,13274,5
12842,3520,5
12842,17990,5
12842,8965,5
12842,6060,5
12842,16203,5
12842,9590,5
2213,11571,4
43436,665,5
11482,1056,3
1742,8971,5
30253,1227,3
30253,5497,5
7060,3319,5
34617,3548,5
4741,3647,3
25100,12651,3
21808,2140,5
21808,2070,5
15852,6141,5
10904,17249,5
3143,1149,5
3143,1189,5
3143,1627,5
3143,15468,5
12941,7496,2
12941,8432,5
12941,5304,2
36542,4405,5
36542,2130,5
22495,175,5
16537,14515,5
16537,2130,5
29428,547,1
13050,14427,5
13050,3041,5
13050,2829,5
13050,15457,5
3597,2418,5
17367,9654,5
20689,1596,5
20689,2885,2
13243,1596,5
13243,10496,5
12584,209,5
16915,2253,5
33622,2144,5
1101,1331,5
20286,537,5
20286,812,5
26584,1596,1
26584,3332,5
43502,1215,4
43502,5513,5
43502,13679,3
43502,2402,4
43502,12325,3
43502,5126,5
10498,258,5
10498,1596,5
10498,5974,5
14127,1200,5
14127,2144,5
14127,21788,2
27220,17551,5
27220,9620,5
28310,5518,5
22460,6610,5
34359,1223,4
34359,2407,4
34359,9725,4
3976,15701,5
10851,4897,5
10851,2144,4
35460,1501,3
35460,10453,5
10397,1890,5
41426,2452,5
41426,11551,5
41426,12029,5
11397,3935,5
7745,15706,5
19636,1596,5
35292,9826,5
19603,1596,5
19603,3491,5
12406,9626,1
35402,1596,4
5118,16,5
5069,2144,5
27152,2144,5
10834,1886,5
7188,4089,3
7188,3754,1
7188,1002,5
7188,2053,5
7188,10605,5
7188,1189,5
7417,2182,5
7417,11195,5
7417,9397,5
7417,812,5
7417,517,5
7417,18758,5
7417,2579,5
1768,979,5
7162,3309,4
7162,1749,5
7162,2375,5
26069,15232,5
26069,16110,5
15600,2144,5
11771,2028,5
11771,2434,1
16970,13489,1
40623,2875,5
28005,1890,5
29080,4370,5
23526,18104,5
20711,3136,3
20711,1628,5
38407,19036,1
18358,2281,5
18358,2616,5
29809,2432,5
12268,2028,4
1562,2144,4
17099,1890,3
40265,2144,4
39996,12288,3
27070,16231,4
23701,2402,5
8766,2144,5
23642,2729,5
24726,1890,5
3217,2683,5
3217,21427,5
3217,2328,4
3217,4333,5
3723,2262,5
3723,1890,5
3723,2144,5
3723,9431,4
5812,1890,5
27711,2144,4
46128,1890,4
46128,1529,4
45366,2606,5
3747,2144,5
3747,4487,5
3747,15571,5
2413,5491,3
35323,1890,5
11257,10323,5
11257,1155,5
6188,2265,5
6188,1909,4
12040,1890,5
12040,1155,5
8420,1890,5
8420,2503,5
3244,2847,5
24531,3103,5
43756,17721,5
43756,13978,5
43756,19311,4
43756,2303,5
43756,510,5
43756,674,5
43756,1172,5
43756,3459,5
43756,16,5
31588,13781,5
22405,2144,3
31765,3831,5
31765,5613,5
2312,2346,5
2312,2465,4
31156,2303,5
31156,2294,5
18805,14155,5
18805,891,5
35865,1203,4
13870,5000,5
13870,208,1
26671,2144,5
30690,2308,5
37885,1923,4
26274,663,5
16750,570,3
16750,2570,5
39252,2144,5
39252,2300,3
17245,2788,4
17245,17448,5
17245,2144,4
21578,7495,4
45658,2369,5
152,2303,5
152,9482,5
30912,1890,5
30912,2479,5
30912,1705,5
22125,9480,5
22125,722,5
28242,2144,5
28242,2154,4
10944,2745,5
10944,2695,5
19351,1798,5
37615,1158,2
2924,14462,3
2924,7562,1
2924,1553,5
8174,1890,5
25462,2144,5
25462,740,5
46212,1890,5
33104,1890,5
36434,3311,5
36434,2303,5
36434,8549,5
36434,2229,5
36434,13611,5
27590,2303,3
12700,1373,5
12700,1045,2
12700,5973,5
12700,11967,5
12700,2597,5
12700,4744,2
15229,2607,3
30319,14689,5
30319,3132,5
30319,1890,5
30319,3106,5
30319,20880,5
30319,1663,5
30319,1608,5
30319,4372,5
30319,15034,5
30319,11718,5
30319,2280,5
30319,16276,4
30319,778,5
30319,11895,5
30319,7059,5
30319,10302,3
8347,1890,4
8347,14468,5
46077,2794,5
40308,15355,5
40308,2285,5
23464,1890,5
29175,2144,5
992,2735,5
992,578,4
992,9651,5
992,1125,4
992,7152,5
8756,1180,3
25536,9646,5
6033,1245,4
6033,2750,4
6033,862,4
22964,1126,4
22964,2525,5
22964,2413,3
22964,2659,4
32580,2144,5
24116,1627,5
24116,1893,4
24116,1636,5
35954,4952,5
32679,6847,5
32679,812,5
7205,1890,5
7205,4952,4
36866,2673,5
4373,2144,5
4373,8873,5
10007,11153,5
10007,15157,4
8079,2864,5
8079,2478,5
23353,1890,5
23353,2144,5
39952,3472,5
39952,6926,5
27589,2754,2
39497,2144,5
39497,5348,5
27745,19356,5
10151,1155,4
10151,1890,4
10151,2144,4
29025,15838,5
8708,2144,5
22669,2726,4
7876,4840,5
7876,2265,3
10250,4420,3
17759,1837,5
17759,2337,5
17759,15038,5
17759,2549,5
17759,9424,5
17759,1113,5
17759,4916,5
4231,9723,5
4231,15728,5
4231,66,4
30576,16555,5
7844,2607,4
40819,2144,5
18879,1890,5
46517,1621,5
37881,1890,5
16507,1245,5
31134,2144,5
38689,11000,5
38689,2047,5
38689,385,5
29051,16,5
7877,9646,5
1543,861,5
1543,2144,5
995,724,5
32516,6158,4
9820,2144,5
26791,2431,4
731,1890,4
39911,1751,5
39911,2638,5
25953,1890,5
25953,2328,5
33320,2144,5
20597,1890,5
4452,1890,5
19016,1890,5
5478,1223,5
5478,812,5
18288,2692,3
32529,1199,5
34096,2607,4
6604,2405,5
5419,1652,5
42229,15857,5
42229,2144,5
42229,12351,5
10114,1923,5
36073,1890,5
15116,15274,3
15116,4548,5
15116,2583,4
15116,16249,5
15116,15301,5
15116,564,5
31734,16493,5
44720,4250,5
43944,7555,5
43944,2144,5
9931,5616,4
26344,9646,5
26344,1139,5
29631,2144,5
42376,5193,5
31869,1219,1
15660,15234,5
30708,2389,4
4125,17352,5
4125,13055,5
37290,13756,5
15158,1125,5
15158,1223,5
37266,2275,5
40864,153,5
9856,1890,4
43148,2876,5
43148,2393,5
29609,2729,5
29609,2144,5
41559,2144,5
41559,2498,5
11205,9388,5
11205,3969,4
